Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Does the institution have an institution-wide stated preference to purchase office paper that has ...,"A copy of the paper purchasing policy, directive or guidelines","The paper purchasing policy, directive or guidelines","A brief description of steps the institution has taken to ensure that the purchasing policy, ...",Does the institution wish to pursue Part 2 of this credit (expenditures on office paper)?,"Expenditures on office paper with the following levels of post-consumer recycled, agricultural ...","Expenditures on 10-29 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 30-49 percent post-consumer recycled, agricultural residue, and/or FSC certified ...","Expenditures on 50-69 percent post-consumer recycled, agricultural residue, and/or FSC certified ...",Expenditures on 70-89 percent post-consumer recycled and/or agricultural residue content and/or FSC ...,Expenditures on 90-100 percent post-consumer recycled and/or agricultural residue content and/or ...,Total expenditures on office paper ,"The website URL where information about the paper purchasing policy, directive, or guidelines is ...",Public Notes
Syracuse University,2016-03-25,2016-03-25 15:33:53,macadwel@syr.edu,2.0,Pursuing,--,,,,--,**,--,--,--,--,--,--,--,--
Temple University,2016-02-09,2016-02-09 14:47:17,kathleen.grady@temple.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/711/6/508/3793/RecycledPaper9-09.pdf,"Effective September 2009, all copy paper purchased must contain at least 30% recycled post consumer waste.

Effective November 2009, business cards, letterhead stationary and envelopes are printed on 100% post consumer recycled content paper.",Items without recycled content are blocked from TUmarketplace. Purchases made with P-Cards are randomly audited. ,--,**,--,--,--,--,--,1.0,http://www.temple.edu/controller/purchasing/SustainabilityPolicies/sustain_index.htm,--
Texas A&M University,2016-01-15,2016-01-15 14:24:57,kwellman@tamu.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/287/6/508/3793/GREEN%20PURCHASING%20INITIATIVE.DOCX,See attached policy.,Distributed through appropriate business channels.,True,**,--,--,219850.0,--,--,779410.0,--,--
Texas Tech University,2016-03-25,2016-03-25 15:47:44,carey.hewett@ttu.edu,2.0,Pursuing,--,,,,--,**,--,--,--,--,--,--,http://www.depts.ttu.edu/procurement/,--
The Ohio State University,2016-01-26,2016-01-26 15:46:57,dial.15@osu.edu,2.0,Pursuing,True,,"Recycled Paper
The University's Recycled Paper Policy was instituted on July 1, 2008. The policy requires all copy paper used on campus to have at least 30 percent recycled content.

It is estimated this initiative will save more than 8,000 trees and almost 3 million gallons of wastewater, while diverting 382,000 pounds of solid waste from landfills.",All paper purchases are conducted through the university's Stores Department.,True,**,--,450000.0,--,--,--,516500.0,http://busfin.osu.edu/FileStore/PDFs/201_RecycledPaper.pdf,--
Tufts University,2016-02-25,2016-02-25 15:40:31,tina.woolston@tufts.edu,2.0,Pursuing,True,,"Guidelines are incorporated in several sections of the supplier catalog within the Tufts Business to Business marketplace.  Additionally, when a requisitioner orders any paper other than recycled, they receive a message that sugarcane paper is the university standard and they are pointed to it. 

The Office of Sustainability has also taken steps to encourage recycled paper use through the ""Tufts Prints Green"" Initiative. Successes of this campaign include:

-All office and library multi-function copy machines have 2-sided copies as their default setting.
-Publications and Purchasing have found cost-effective recycled stocks for a range of print products from brochures to booklets.
-All Tufts stationary and envelopes ordered through Staples and Printing Services is now 30% post consumer waste and carries the ""Tufts Prints Green"" word mark to raise awareness of Tufts efforts.
-Tufts Communications prints magazines and other publications on recycled paper with a line stating the details of the recycled content.","With our paper supplier, buyers are automatically directed to sugarcane. They do not have the option to change it.",True,**,--,61947.0,--,--,43341.0,184345.0,http://sustainability.tufts.edu/?pid=109&c=48,--
Tulane University,2016-02-04,2016-02-04 11:04:00,ldavey@tulane.edu,2.0,Pursuing,--,,,,True,**,--,15918.36,1309.71,81.0,1653.47,169017.14,--,--
Unity College,2016-03-25,2016-03-25 15:25:01,JdeHart@unity.edu,2.0,Pursuing,True,,"The administration has mandated that only 100% recycling, Cl free paper be purchased.  In addition, the Strategic Plan includes a goal of becoming paperless operationally in the administration of the college.","Only one purchaser orders paper for use in campus printers and copiers and is committed with a directive from the administration to purchase only 100% pcw recycled content, chlorine free paper for this use.",True,**,--,--,--,--,6606.88,7500.0,http://sustainabilitymonitor.wordpress.com/2010/01/14/unity-college-sustainability-profile-pt-2/,--
University at Albany,2016-02-23,2016-02-23 17:54:16,mmallia@albany.edu,2.0,Pursuing,True,,"New York State Executive Order #4  requires that copy paper, janitorial paper and other paper supplies purchased by each State agency or authority shall be composed of 100% post-consumer recycled content to the maximum extent practicable, and all copy and janitorial paper shall be process chlorine-free to the extent practicable, unless such products do not meet required form, function or utility, or the cost of the product is not competitive.  ","The purchasing department and the office of sustainability issued a university wide memo with regards to the order.  The order is also listed on the purchasing web page.  http://www.albany.edu/purchasing/state_funded/executive_orders_sf.html as well as the office of environmental sustainability: http://www.albany.edu/gogreen/4.purchasing.shtml
Purchasing tracks the bulk procurement of office paper and facilities management tracks the purchase of janitorial paper.   The University at Albany complies with this order and regularly reports this data to the state at the end of each fiscal year.   ",True,**,14079.0,27308.0,--,--,16417.0,57804.0,http://www.albany.edu/purchasing/state_funded/executive_orders_sf.html,--
University at Buffalo,2016-01-19,2016-01-19 10:15:52,jlk47@buffalo.edu,2.0,Pursuing,True,,"Recycled Paper Policy

Summary

The University at Buffalo requires all copy paper, janitorial paper, and other paper supplies to be composed of 100% post-consumer recycled content to the maximum extent possible.

Policy Statement

The University at Buffalo (UB, university) requires the use of 100% post-consumer, recycled content, process chlorine-free paper for all of its paper needs including copy paper, university documents and publications, janitorial paper, and other paper supplies, unless recycled paper is unavailable.

When paper with 100% post-consumer recycled content is not available or does not meet required form, function, or utility, or the cost of the product is not competitive, paper procurements shall use post-consumer recycled content to the extent practicable. Non-recycled content shall be derived from sustainably-managed renewable resources to the extent practicable.

The university is committed to responsible stewardship of natural resources and strives to:
reduce the university’s carbon footprint and environmental impact on forests, air, water, and energy resources
reduce fossil fuel usage
conserve natural resources
demonstrate UB leadership in campus environmental sustainability
encourage faculty, staff, and students to be environmentally conscious
support the consumer market for environmentally responsible products.

Background


On April 24, 2008, Governor Paterson issued Executive Order #4 that states in part, that commencing no later than July 1, 2008:
all copy paper, janitorial paper and other paper supplies purchased by each state agency or authority shall be composed of 100% post consumer recycled content to the maximum extent practicable, and all copy and janitorial paper shall be process chlorine-free to the extent practicable, unless such products do not meet required form, function or utility, or the cost of the product is not competitive.  All state agency and authority publications shall be printed on 100% post-consumer recycled content paper. Where paper with 100% post-consumer recycled content is not available, or does not meet required form, function and utility, paper procurements shall use post-consumer recycled content to the extent practicable. Non-recycled content shall be derived from a sustainably-managed renewable resource to the extent practicable, unless the cost of the product is not competitive.

Applicability

This policy applies to all university entities and employees.


Definitions

Carbon footprint
The measure of the impact human activities have on the environment in terms of carbon dioxide emissions.

Fossil Fuel
Fuels or hydrocarbons found within the top layer of the Earth’s crust. Fossil fuels are non-renewable resources because they take millions of years to form, and reserves are being depleted much faster than new ones are being formed.

Process Chlorine-Free Paper
Paper that is not bleached with chlorine or chlorine derivatives, avoiding dioxin pollution and other negative environmental impacts.

Sustainably-Managed Renewable Resource
A natural resource qualifies as a renewable resource if it is replenished by natural processes at a rate comparable or faster than its rate of consumption by humans or other users. Some natural renewable resources such as geothermal, fresh water, timber, and biomass must be carefully managed to avoid exceeding the environment's capacity to replenish them. Sustainable management of these resources meets the needs of the present without compromising the social, economic, and ecological needs of future generations.

Responsibility

All University Employees

Print and publish all university documents on 100% post-consumer recycled content, process chlorine-free, paper to the maximum extent possible.
Give preference to vendors who can provide or are able to secure 100% post-consumer process chlorine-free paper for printing services performed out-of-house (e.g., brochures, posters, invitations, self-mailers).

Procedure

Steps for Purchasing 100% Recycled Paper from Staples

Logon Staples Advantage at www.Staplesadvantage.com.
Use the item number for Rolland Enviro 100% Recycled Paper to order recycled paper.
","UB works through its office supply vendor, Staples, to track purchases and offer prompts through the UB/Staples web platform informing individuals of the opportunity to purchase recycled paper.",True,**,32.47,180034.16,3885.17,202.47,451770.37,635924.64,http://policy.business.buffalo.edu/Policy%20Library/Recycled%20Paper%20Policy.pdf,--
University of Arizona,2016-03-25,2016-03-25 15:31:57,bchampion@email.arizona.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--,--,--,--,--,Data represents the 2012 UA AASHE STARS submission.  A detailed update is planned for the next full UA STARS submission in mid 2016.
University of British Columbia,2016-02-22,2016-02-22 18:18:38,charlene.ponto@ubc.ca,2.0,Pursuing,True,,"Payment & Procurement Services works directly with the University’s incumbent supplier to ensure paper order is a minimum of 30% post-consumer recycled (PCR) content with active discussions to promote higher ratio (e.g., 50%) or alternative fibre-product (e.g, wheat-based).  The University promotes this via the Payment & Procurement Services UBCBuySmart website (http://www.supplymanagement.ubc.ca/ubcbuysmart/goods-services/504) , UBC Sustainable Purchasing Guide (http://sustain.ubc.ca/sites/sustain.ubc.ca/files/uploads/CampusSustainability/CS_PDFs/Purchasing/UBCSustainablePaperPrintingServices.pdf), and through the Sustainability Coordinators Toolkit (http://sustain.ubc.ca/get-involved/staff/sustainability-coordinators/toolkit/purchase-recycled-paper).","UBC’s preferred paper supplier offers a broader offering of PCR stock at better pricing, including more competitively priced 30-100% PCR content paper as well as alternative fibre paper (e.g. wheat-based). Sustainability criterion are incorporated as part of UBC’s RFP process. In 2012, UBC negotiated as part of the new paper supply contract for more competitive pricing on 30-100% PCR paper, which is now cheaper than virgin paper. The UBC BuySmart site highlights the 30%, 50% and 100% PCR paper options.

As part of UBC’s Payment and Procurement Services (PPS) Sustainability Framework, PPS has set the target to eliminate the use of virgin paper and promote a minimum of 50% PCR content and alternative fiber for paper purchases on campus. 
",True,**,--,178618.0,4007.0,--,13620.0,290061.0,--,"UBC has reduced paper consumption by a total of 70% per capita since our 1999 baseline. In 2014, 79% of total paper purchases by volume contained 30% post-consumer recycled (PCR) content or better, an increase of 8% from 2013. UBC also tripled its purchases of wheat paper, a forest-free paper alternative that uses waste wheat straw instead of wood fiber. "
"University of California, Berkeley",2016-03-23,2016-03-23 14:26:13,lmcneilly@berkeley.edu,2.0,Pursuing,True,,"Procurement Services now substitutes recycled copy paper for virgin paper using the search function in the campus purchasing system.
","With the institution of a new, centralized purchasing software system, the campus has a better way of flagging all recycled content products, including office paper.  The items are both flagged by the system and included in a separate ""green favorites"" list.

At Berkeley users now have the option to purchase 100% recycled content paper from Georgia Pacific. The new 100% recycled copy paper is both cheaper and more environmentally-friendly than the previous 30% recycled content paper and virgin paper. The new copy paper is produced completely from post-consumer recycled fiber, and performs at the same high standards as non-recycled papers.  ",True,**,--,197517.0,4219.0,--,72956.0,311207.0,http://procurement.berkeley.edu/buying/buying-goods/office-supplies,"UC Berkeley and other UC campuses now have an option to purchase 100% recycled content paper for less than virgin or 30% recycled content.  The above metric based on dollars is not as meaningful for us now as the % of recycled content paper used overall.  Here are our current figures for usage of recycled content paper at UC Berkeley:

% Recycled	# Cartons	% of Tota
100		44%
30		44%
0		12%
Grand Total	100%"
"University of California, Davis",2016-03-28,2016-03-28 16:31:25,cmkirk@ucdavis.edu,2.0,Pursuing,True,,"http://policy.ucop.edu/doc/3100155/Sustainable%20Practices, Section G

Paper 
19. The University will phase out the use of virgin paper and adopt a minimum standard of 30% Post Consumer Waste (PCW) recycled content paper to be used in all office equipment (e.g., multi-function devices, copiers, printers, and fax machines). 

20. University Procurement Services will use its Strategic Sourcing Program to negotiate better pricing for commodities with recycled content compared to commodities without recycled content, where such opportunities exist. 

21. Through the Strategic Sourcing Program, University Procurement Services will develop language and specifications for RFIs, RFQs, and RFPs stating that recycled content product offerings be required where they exist. 

22. Suppliers are discouraged from bringing hard copies of presentations to Quarterly Business Reviews. Suppliers are encouraged to present all information in electronic format that is easily transferable to University staff. 

23. Suppliers and consultants are encouraged to print RFIs, RFQs, RFPs, Price Schedule Agreements, and required reports on a minimum of 30% PCW recycled content paper, using narrow margins and both sides of the page. These documents shall be clearly marked to indicate that they are printed on recycled content paper.","A systemwide contract has been established for office products, which includes requirements for recycled content office paper.  This is the only contract for office paper that is available through the campus e-procurement system. ",True,**,840.0,776104.0,26060.0,63.0,33188.0,997133.0,http://manuals.ucdavis.edu/PPM/350/350-05.PDF,"Additional URL: http://policy.ucop.edu/doc/3100155/Sustainable%20Practices 

Expenditures reported here include paper purchases from the primary office supply contractor, OfficeMax, as well as bulk paper purchases for the central printing operation (Repro Graphics).

For period July 2014-May 2015; due to vendor data availability."
"University of California, Irvine",2016-03-23,2016-03-23 10:32:40,khaq@uci.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/446/6/508/3793/UCI%20Administrative%20Policies%20%26%20Procedures_Section%20707-10_Procedure%20Jan%202015.pdf,"UCI has adopted a far-reaching 100% post-consumer recycled paper policy, the first such policy in the UC system and one of the most far-reaching of any university in California.  As a result, campus control points and copy vendors will purchase 100% recycled paper for all standard printing and copying needs.  Implementation includes strategic sourcing in partnership with the recycled paper suppliers to provide competitive pricing to the campus community and an outreach program to educate the campus community on recycled paper quality and attributes. 

http://www.policies.uci.edu/adm/procs/700/707-10.html
H.3.
Standard white copy paper purchases are to be made from 100 percent post-consumer waste (PCW) recycled paper unless a special need exists. 30% PCW is the minimum standard for additional paper products including but not limited to note pads, legal paper, color paper, multi-purpose paper, etc.; however, 100% PCW recycled paper is recommended whenever possible (see UC Sustainable Practices Policy). ",The University of California has strategic sourcing agreements that promote the use of recycled paper. Recycled paper is heavily advertised and easily identified when shopping. We have adopted a policy of using 100% recycled office paper and are in the process of implementing this across the campus.   Our e-commerce system has added 100% recycled paper as a campuswide favorite which promotes the visibility of recycled paper and encourages its purchase.   ,True,**,--,165493.55,25521.16,--,88753.19,387081.11,http://www.policies.uci.edu/policies/procs/707-10.html,"A substantial increase was achieved over the previous reporting period for the purchase of 100% recycled paper.

UCI adopted a far-reaching 100% post-consumer recycled paper policy in 2014, the first such policy in the UC system and one of most far-reaching of any university in California.  As a result, campus control points and copy vendors purchase 100% recycled paper for all standard printing and copying needs.  Implementation includes strategic sourcing in partnership with the recycled paper suppliers to provide competitive pricing to the campus community and an outreach program to educate the campus community on recycled paper quality and attributes. 

Data reported above is based on primary paper supplier data."
"University of California, Los Angeles",2016-03-24,2016-03-24 13:55:13,sustainability@ucla.edu,2.0,Pursuing,True,,"Paper 
19. The University will phase out the use of virgin paper and adopt a minimum 
standard of 30% Post Consumer Waste (PCW) recycled content paper to be 
used in all office equipment (e.g., multi-function devices, copiers, printers, and 
fax machines). 
20. University Procurement Services will use its Strategic Sourcing Program to 
negotiate better pricing for commodities with recycled content compared to 
commodities without recycled content, where such opportunities exist.  
21. Through the Strategic Sourcing Program, University Procurement Services will 
develop language and specifications for RFIs, RFQs, and RFPs stating that 
recycled content product offerings be required where they exist.  
22. Suppliers are discouraged from bringing hard copies of presentations to 
Quarterly Business Reviews. Suppliers are encouraged to present all 
information in electronic format that is easily transferable to University staff. 
23. Suppliers and consultants are encouraged to print RFIs, RFQs, RFPs, Price 
Schedule Agreements, and required reports on a minimum of 30% PCW 
recycled content paper, using narrow margins and both sides of the page. 
These documents shall be clearly marked to indicate that they are printed on 
recycled content paper.","The University of California sustainability policy states that virgin paper will be phased out and all paper products needs to contain at least 30 percent Post Consumer Waste.  Janitorial supplies and other uncut paper will contain 100 percent Post Consumer Waste.  The campus policies have been in effect since March 2007.  

The UCLA Housing & Hospitality Services Sustainability  Strategic Plan, which has been in effect since May 2009, adopts a 30% post-consumer waste standard for office supplies and adopts a 100% PCW standard for uncut paper uses.

UCLA Housing & Hospitality Services Sustainability  Strategic Plan:
http://www.sustain.ucla.edu/wp-content/uploads/HHS-Sust-Strategic-Plan-Update-July-20151.pdf",True,**,1416.47,735824.95,91404.14,281.76,24509.81,1163568.01,http://policy.ucop.edu/doc/3100155/Sustainable%20Practices,--
"University of California, Merced",2016-02-25,2016-02-25 16:56:23,cmccormick3@ucmerced.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/102/6/508/3793/UC-CR-15-0270_SustainablePractices.pdf,"Please see UC Sustainable Practices Policy attached pg. 20.

*The University will phase out the use of virgin paper and adopt a minimum
standard of 30% Post-Consumer Waste (PCW) recycled content paper to be
used in all office equipment (e.g., multi-function devices, copiers, printers, and
fax machines).

*University Procurement Services will use its Strategic Sourcing Program to
negotiate better pricing for commodities with recycled content compared to
commodities without recycled content, where such opportunities exist.

* Through the Strategic Sourcing Program, University Procurement Services will
develop language and specifications for RFIs, RFQs, and RFPs stating that
recycled content product offerings be required where they exist.

* Suppliers are discouraged from bringing hard copies of presentations to
Quarterly Business Reviews. Suppliers are encouraged to present all
information in electronic format that is easily transferable to University staff.

*Suppliers and consultants are encouraged to print RFIs, RFQs, RFPs, Price
Schedule Agreements, and required reports on a minimum of 30% PCW
recycled content paper, using narrow margins and both sides of the page.
These documents shall be clearly marked to indicate that they are printed on
recycled content paper.",The University Strategic Sourcing Contracts for office paper require suppliers to provide sustainable products and services that are in accordance with and/or exceed the University policy requirements. 30% or higher post-consumer recycled paper has been a campus standard since 2004.,True,**,672.0,42294.0,6821.0,--,13.0,49799.0,http://policy.ucop.edu/doc/3100155/SustainablePractices,--
"University of California, Riverside",2016-03-18,2016-03-18 16:23:30,john.cook@ucr.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/385/6/508/3793/UC-CR-13-0213_SustainablePractice.pdf,"Paper is purchased through Materiel Management's Storehouse with a default of a minimum of 30% post-consumer recycled content. 50% and 100% post-consumer is available.

Paper: UC Sustainable Practices Policy
 The University will phase out the use of virgin paper and adopt a minimum standard of 30% Post Consumer Waste (PCW) recycled content paper to be used in all office equipment (e.g., multi-function devices, copiers, printers, and fax machines). University Procurement Services will use its Strategic Sourcing Program to negotiate better pricing for commodities with recycled content compared to commodities without recycled content, where such opportunities exist. Through the Strategic Sourcing Program, University Procurement Services will develop language and specifications for RFIs, RFQs, and RFPs stating that recycled content product offerings be required where they exist. Suppliers are discouraged from bringing hard copies of presentations to Quarterly Business Reviews. Suppliers are encouraged to present all information in electronic format that is easily transferable to University staff. Suppliers and consultants are encouraged to print RFIs, RFQs, RFPs, Price Schedule Agreements, and required reports on a minimum of 30% PCW recycled content paper, using narrow margins and both sides of the page. These documents shall be clearly marked to indicate that they are printed on recycled content paper.
UCR is moving to 100% post-recycled content paper for is standard printing paper.","Paper is purchased through Materiel Management's Storehouse with a default of a minimum of 30% post-consumer recycled content. 50% and 100% post-consumer is available, with 100% post-consumer becoming the preferred choice.

Dining has worked with UCR’s paper supplier to replace many plastic disposable products with compostable items. UCR Dining Services makes a considerable effort to practice environmentally- preferable purchasing for disposable paper products, utensils, and food packaging supplies.",True,**,82281.0,82281.0,--,--,108141.0,297128.0,http://www.ucop.edu/ucophome/coordrev/policy/sustainable-practices-policy.pdf,--
"University of California, San Diego",2016-03-24,2016-03-24 18:51:32,smckinstry@ucsd.edu,2.0,Pursuing,True,,http://blink.ucsd.edu/facilities/services/imprints/machines/paper.html#Copy-paper,"Paper is purchased through UC system-wide strategically sourced contracts. Paper provided to campus multifunctional printers and copiers is composed of 30% PCW recycled content. And as of June 2012, 63% of all paper purchases at UC San Diego contained at least 30% of post-consumer and recycled content.",True,**,130.0,287585.0,20893.0,--,22857.0,417515.0,http://blink.ucsd.edu/buy-pay/responsible/environment/climate-action-plan-goals.html#1.-Saving-Paper,Above link may change in the near future
"University of California, Santa Barbara",2016-03-23,2016-03-23 16:14:41,mo@geog.ucsb.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/256/6/508/3793/sustainable-procurement.pdf,"http://www.policy.ucsb.edu/policies/policy-docs/sustainable-procurement.pdf

PAPER 
 
Virgin paper should not be purchased for routine office tasks. 
 
At minimum, 30% post consumer waste and recycled content paper should be used for routine office tasks. 
 
Faculty are strongly encouraged to require class-work that is submitted to be printed on both sides, where the nature of the work does not demand single sided submittals.","The University of California, Santa Barbara has a campus and systemwide policy requiring the purchase of recycled content paper. Each department is responsible for purchasing its own paper. Although UCSB does not currently have an adequate procurement system in place to verify each individual purchase, historical figures indicate that ~90% of paper purchases were completed through Central Stores. In order to direct campus departments toward purchasing recycled content paper, Central Stores originally charged a premium on virgin paper and significantly discounted recycled content paper. The purchasing figures indicate this resulted in a market shift throughout campus. Some departments continue to utilize virgin paper to address special needs or unique equipment. The UCSB policy can be found at: http://www.universityofcalifornia.edu/sustainability/documents/policy_sustain_prac.pdf ",True,**,--,347648.0,22164.0,--,47343.0,486952.0,http://www.policy.ucsb.edu/policies/policy-docs/sustainable-paper-use.pdf,--
"University of California, Santa Cruz",2016-03-23,2016-03-23 11:54:48,ekericks@ucsc.edu,2.0,Pursuing,True,http://stars.aashe.org/media/secure/301/6/508/3793/UC-CR-13-0213_SustainablePractice-2.pdf,"See above link
",UCSC Copy Services is currently using 100% PCW paper and distributing it via recharge to over 180 copiers on campus.  Procurement Services Provost Sustainability Intern has created an EPP office supply catalog to aid shoppers in choosing high PCW %  office paper whenever possible. Increased use of 100% PCW paper by 122% and reduced paper use by 33% since FY13,True,**,--,30376.0,1295.96,--,29037.32,70350.14,http://policy.ucop.edu/doc/3100155/Sustainable%20Practices,--
University of Colorado Boulder,2016-03-03,2016-03-03 07:50:00,dave.newport@colorado.edu,2.0,Pursuing,True,,https://www.cusys.edu/psc/purchasing/sustainable_purchasing_guidelines.htm,Our Strategic suppliers provide the administration with yearly reports that confirm if purchases comply with CU goals and what percentages the compliance is at. This reporting can occur with all CU Marketplace suppliers.,True,**,--,131000.0,--,--,31000.0,231000.0,http://www.colorado.edu/~ememoarc/admin/2010.08/0024.html,--
University of Colorado Colorado Springs,2016-03-23,2016-03-23 11:35:26,lkogan@uccs.edu,2.0,Pursuing,True,,"Starting on March 1, 2013 the University began using 100% recycled as our recycled paper option. Staples  eliminated the 30% recycled option from our catalog.This transition enhances the University’s commitment to sustainability with no additional costs.
A directive was sent out in 2010 from the Vice Chancellor for Administration and Finance stressing the importance of using recycled paper in all offices.","An email was sent out to all faculty and staff regarding the transition to 100% recycled paper. The vendor, Staples automatically switched all previous orders of 30% to 100% recycled at no extra cost to the university. 




",True,**,--,18986.0,--,--,28289.0,55234.0,http://www.uccs.edu/sustain/operations/purchasing.html,--
University of Connecticut,2016-03-25,2016-03-25 18:15:09,rich.miller@uconn.edu,2.0,Pursuing,True,,"A University stockless office supply contract has been established to provide requisitioners a wide variety of economically priced office supplies delivered to the University the next day. This category does not include office equipment or office furniture.

Orders for office supplies may be placed by submitting a completed University of Connecticut Office Supply Requisition form directly to the Purchasing Department either in person, via campus mail, or by facsimile. Select the desired office supply items from the current approved catalog in conjunction with the customized office supply catalog. Retain the blue Requisitioners copy of the two-part form and forward the white copy to the Purchasing department, Unit 6076, for order entry. After your order has been placed, a computer-generated order acknowledgment will be forwarded to you referencing the pre-numbered Office Supply Requisition form. Your department’s account will be immediately charged for this order using the Office Supply Requisition number as the reference number. This number will be entered into FRS with an X prefix, similar to Transfer Voucher charges; Central Stores will be credited.

Central Stores personnel will deliver office supply orders directly to your department. You will be required to sign for the actual number of packages received. Immediately upon receipt of your order, inspect the contents against your computer-generated order acknowledgment. You will also receive a copy of the packing slip, enclosed in each order, which should be matched to your original Office Supply Requisition and the order acknowledgment. It is recommended that these documents be retained in your files. If the order is accurate and complete, no further action is required by you, the payment process will automatically proceed.

Report any problems or discrepancies immediately to the contracted vendor for resolution.

If a supply item needs to be returned to the vendor, simply complete the back of the appropriate packing slip and complete a University Form BO-800. Forward both documents with the item(s) being returned to Central Stores.

Contact Team 5 in the Purchasing Department, for assistance and a copy of the customized Office Supply Catalog, which contains more detailed instructions.
","Paper purchases are centralized through our Central Stores. White paper purchases are the bulk of our purchases, and the University only sources at least 30% recycled content in its purchases. 
",True,**,--,220414.13,--,--,--,220414.13,http://search.cga.state.ct.us/dtsearch.asp?cmd=getdoc&DocId=8324&Index=I%3A%5Czindex%5C1997&HitCount=0&hits=&hc=0&req=&Item=6088,"All of the paper purchased by the University is FSC Certified with 30% post-consumer recycled content, except for the occasional order of Inkjet Photo Paper, which is 0% FSC Certified. Last year, the University purchased only one pack of Inkjet Photo Paper. Further information regarding the University’s office paper purchasing standards can be found in the University of Connecticut Sustainable Office Guidelines, Section D.1: Paper. 

http://ecohusky.uconn.edu/docs/progress/guidelines%202014.pdf
"
University of Denver,2016-02-26,2016-02-26 12:38:06,chad.king@du.edu,2.0,Pursuing,True,,http://www.du.edu/purchasing/policy/7_D.html,Our purchasing policy is stated at: http://www.du.edu/purchasing/policy/7_D.html ,--,**,--,--,--,--,--,--,http://www.du.edu/purchasing/copierpaper.html,This is the office paper purchased centrally by central receiving for offices around campus to have delivered at a low price. It does not include individual reams of paper a department might have purchased outside of central receiving.
