Institution,Date Submitted,Last Updated,Liason Email,Version,Status,Has the institution held at least one sustainability-related outreach campaign directed at students ...,Has the institution held at least one sustainability-related outreach campaign directed at ...,The name of the campaign (1st campaign),A brief description of the campaign (1st campaign),A brief description of the measured positive impact(s) of the campaign (1st campaign),The website URL where information about the campaign is available (1st campaign),The name of the campaign (2nd campaign),A brief description of the campaign (2nd campaign),A brief description of the measured positive impact(s) of the campaign (2nd campaign),The website URL where information about the campaign is available (2nd campaign),"A brief description of other outreach campaigns, including measured positive impacts",Public Notes
University of Houston,2016-03-23,2016-03-23 17:22:12,smkelly5@central.uh.edu,2.0,Pursuing,True,True,Cougar First Impressions,"Cougar First Impressions (CFI) is sponsored by Staff Council and offers students a chance to receive campus maps, directions to class, and reusable water pouches from UH staff members stationed across campus during the first two days of the Fall semester. Though the event is targeted to students, it's an important event for employees to serve as leaders. 

In Fall 2014, Cougar First Impressions stopped handing out single-use water bottles to students and instead gave out reusable BPA-free collapsible water bottles. Employees were also directly impacted by the new efforts to eliminate plastic water bottles. All staff volunteers also used reusable bottles and faculty and staff stopped by the tents as well for water.

In Fall 2015, the Office of Sustainability hosted a social engagement competition that coincided with CFI called #BYOBottle. Faculty, staff and students were encouraged to bring their reusable bottles to campus, take a photo, and post it to Twitter or Instagram with #BYOBottle.","In 2014, 15,000 reusable water bottles were given to staff volunteers and students.

In 2015, over 50 people participated in the #BYOBottle social media campaign and posted photos with their reusable bottles. This campaign led to another campaign spearheaded by student government to partner with TDECU stadium management. As a result of their efforts, the stadium now allows reusable water bottles and additional water pouches left over CFI will be given away at the games to reduce waste.",http://www.uh.edu/news/articles/2015/August/08242015BYOBottle.php,RecycleMania,"Every Spring, the University of Houston participates in RecycleMania to encourage sustainable behavior, increase recycling rates on campus and reduce consumption of single use products. Students, faculty and staff participate in team competitions; past on-campus competitions have included actual weight recycled, awareness campaigns and outreach events. The full engagement efforts are listed at uh.edu/recyclemania. ","In 2013, UH topped Texas in the gorilla category, which recognizes schools that recycle the highest combined gross tonnage of recycling collecting over 471,300 pounds of material. The overall recycling rate was 31% higher than any previous year for the University of Houston.

In 2015, UH received recognition from InnerView for their engagement efforts during RecycleMania. Competitions were hosted and the Office of Sustainability is currently working with the competition winners in the College of Optometry to improve waste minimization.",http://www.uh.edu/af/news/May2013/sustain1.htm,"Cleanup Day is a high-impact, low-cost volunteer event that brings the entire UH community together to refresh and renew our campus before the start of the fall semester. UH faculty, staff, students and alumni help Facilities Management and the Office of Sustainability beautify the campus. http://www.uh.edu/af-auxiliary-services/sustainability/news/articles/2014/august/08142014-cleanupday.php",--
University of Illinois at Chicago,2016-02-12,2016-02-12 17:23:54,Cindy@uic.edu,2.0,Pursuing,True,True,September Sustainability Days,"The Office of Sustainability hosted a campaign within the month of September of 2013.  This campaign went beyond previous years' ""Sustainability Week"", in that it provided a variety of events throughout the entire month. The purpose of September Sustainability Days was to raise awareness around campus of the importance of sustainability, and how students, faculty and staff can practice sustainability on campus.  The campaign included marketing through banners around campus grounds, flyers, website annoucements, and University calendar annoucements.  Campaign events included a climate change lecture, building tours of our LEED certified buildings on campus, a fresh market, a ""Weigh Your Waste"" event in the campus dining halls, campus electronic recycling event, a ""Great Lab Exchange"", a tour of UIC's Heritage Garden, a Transportation Fair, a ""Fun Run and Shoe Recycling"" event, Park(ing) Day event, a ""Great Stuff Exchange"", a water bottle giveaway, and an EatUp MeetUp. ","September Sustainability Days postively impacted the UIC community by raising awareness on the importance of sustaianbility.  More importantly, many of these events were UIC focused, and provided students, faculty and staff the information and tools necessary to make a more sustainable community. ",http://blog.sustainability.uic.edu/2013/09/uic-sustainability-days.html,Proud to be Sustainable UIC,"In the Spring of 2014, UIC's Office of Sustainability launched the ""Proud to be Sustainable UIC"" campaign aimed at UIC's students, faculty and staff. This campaign asked participants to share how they were proud to be sustainable and proud to be apart of UIC.  Participants could join the campaign by submitting a poster to a poster contests via social media. ","The campaign was marketed to the entire UIC community, including students, faculty and staff. ",http://illinois.edu/calendar/detail/3805?eventId=30082630&calMin=201310&cal=20131003&skinId=4375,"The Office of Sustaianbility hosts a variety of sustainability awareness related events throughout the year.  Continuous events are always posted on the Office's Events calendar.  This allows the UIC community to know of a one stop place where they can learn of sustainability related events at UIC and within the Chicagoland area. It is the goal of the Office of Sustainability to continuously host and market sustainability related events on the website, calendar and through physical media, as a regular sustainability campaign.  Events include academic lectures, awareness events (transportation fair, bike workshops, tabling events at Involvement Fairs, etc.) and involvement events such as the ""Great Stuff Exchange"", Campus Electronics Recycling, ""Great Lab Exchange"", ""Weigh Your Waste"", and others. 

",--
"University of Illinois, Urbana-Champaign",2016-03-23,2016-03-23 09:19:55,spauldng@illinois.edu,2.0,Pursuing,True,True,Dump n Run,"Since 2004, Housing has collaborated with the University YMCA along with many student volunteers to collect clothing and household goods from residence halls at the end of each semester.  Many items are sold at a rummage sale type venue.  Items not sold are donated to local charities.","This annual effort diverts approximately 17,000 pounds of materials from landfill.",http://www.universityymca.org/dump_and_run/,Certified Green Office Program,Sustainability Ambassadors were recruited from across campus to participate in the program.  The program is designed to encourage more sustainable practices in office operations.,"Participants are recycling more materials, purchasing recycled paper and other green products, and saving energy.",--,,--
University of Louisville,2016-02-13,2016-02-13 03:03:02,justin.mog@louisville.edu,2.0,Pursuing,True,True,Ecolympics / Campus Conservation Nationals / Bluegrass Unplugged,"Campus Conservation Nationals / Bluegrass Unplugged
Each spring UofL competes nationally and locally against Kentucky schools in the ""Bluegrass Unplugged"" competition to reduce electricity use on campus! This began with UofL's participation in Campus Conservation Nationals 2012, the first nationwide electricity reduction competition on university campuses, with over 150 campuses and 250,000 students across North America participating. Each spring, for a three week period, UofL competes to achieve the greatest possible energy reductions in its twelve residence halls, four with Building Dashboard real-time monitoring systems. Prizes are awarded to Conservation Heroes throughout the competition and to the winning residence hall at the end. ","Ecolympics 2015: 
UofL residents battled it out to reduce energy use during the 2015 Campus Conservation Nationals February 9th to March 1st. Threlkeld Hall finished first with an overall 2.3% reduction in electricity use, followed by UTA with a 1.1% reduction. As grand champions, the residents of Threlkeld received a special in-house dinner catered by Mark's Feed Store on April 16th. During the meal, residents brainstormed possible projects to be part of their Green Renovation award. Thanks to the resident's energy-conscious actions, over the summer of 2015, the Threlkeld lobby got a brand new water bottle filling station and bikeshare system.

CCN 2014:
From February 10 to March 2, 2014, UofL students competed to achieve the greatest possible energy reductions in their residence halls. Results are below:
Threlkeld Hall (8.7% reduction)
Cardinal Towne (6.5% reduction)
Kurz Hall (5.8% reduction)
Louisville Hall (5.3% reduction)
Billy Minardi Hall (4.9% reduction)
Unitas Hall (3.0% reduction)
The Complex (West, Center & Wellness) (2.4% reduction)
University Tower Apartments (UTA) (0.8% reduction)
Community Park (0.4% reduction)
Miller Hall (0.7% INCREASE)
Bettie Johnson Hall (43.1% INCREASE)",http://louisville.edu/sustainability/operations/buildings-energy.html,RecycleMania,"UofL competes annually in the national RecycleMania competition to encourage recycling and waste reduction. RecycleMania is a friendly annual competition among college and university recycling programs in North America. During this 8 week period, UofL employees and students work across the entire university to reduce waste, increase recycling and raise awareness of conservation issues across campus! 
 
UofL's efforts were spotlighted in the 3/29/12 RecycleMania Week 8 Bulletin: ""The University of Louisville promoted RecycleMania in as many ways as they could; posting signs in residence halls, yard signs on campus, painting a window in the main dining facility and putting the competition on the campus news page. University of Louisville also took the opportunity to promote the competition during their basketball games, which are broadcasted nationally. A ""Big Head"" was purchased for students to hold up to promote recycling and the competition. The Green Committee served as Garbage Guards for a week during lunch in their main dining facility diverting students from the trash cans towards the recycling bins.""
","In the Grand Champion category, UofL was #1 in the state and 15th out of 232 nationally, with an overall Recycling Rate of 63.5% during the 8-week competition from February 1st to March 28th, 2015.
UofL also landed the top rank in Kentucky for the Gorilla Prize, having recycled at total of 245,859 lbs, or 7.2 lbs/person (Per Capita Classic).
The Cards also did a whole lot composting, keeping 2.7 lbs/person of food waste out of the landfills (ranking us 2nd in Kentucky behind Berea College).
All together, this translates to reducing our greenhouse gas emissions by 258 Metric Tons of carbon dioxide equivalent (or the same as taking 51 cars off the road, or the energy consumption of 22 households).",http://louisville.edu/sustainability/operations/recycling.html,,--
"University of Maryland, College Park",2016-03-23,2016-03-23 15:56:44,sdeleon@umd.edu,2.0,Pursuing,True,True,RecycleMania,"RecycleMania: An annual 8-week competition that challenges colleges across the United States and Canada to collect the most recyclable materials. Materials that are accepted include all paper products (including cardboard, books, mail, magazines, newspapers), bottles, cans, and all items that would go into the single-stream recycling bins. For the past two years the University also competed in two additional categories: food service organics (which includes pre- and post-consumer food waste such as compostable dinnerware and napkins) and electronics. Weekly weigh-ins are used to monitor the amounts that each competing school reports, and to determine which has the best recycling rate as a percentage of total waste and which produces the lowest volume of trash and recycling. 

The competition aims to generate momentum for recycling efforts throughout campus as both students and staff can help achieve the University's goals of (1)maintaining a 75% institutional waste diversion rate, and (2) increasing the individual recycling rate. The ""Recycle This!"" video competition was launched in 2014 to encourage students to make and submit videos that promote recycling on campus.  Each entry is comprised of 30-second HD video about recycling, composting or waste reduction. The maker of the winning video receives a grand prize of $500 in Terrapin Express points (for dining options on campus) and the honor of having their video shown at a men's basketball home game. ","In 2015, the University of Maryland (UMD) was the number one school in the state of Maryland in the Gorilla category with 613,263 lbs of waste recycled during the 8 week competition. Entries in UMD's ""Recycle This!"" video competition received 31 video submissions promoting the campus recycling program in 2015 (an increase compared to the competition's inaugural year in 2014). At two campus-wide shredding evens to promote the RecycleMania competition in 2015, a total of 7.5 tons of paper was collected for recycling. To sum up, UMD achieved a Recyclemania  2015 recycling rate of 37.55% for single-stream materials and an overall 2015 individual recycling rate of 47%.",http://www.sustainability.umd.edu/content/culture/recyclemania.php,The Small Footprint Pledge,"The Small Footprint Pledge Program provides an easy and accessible environmental action that anyone can take.  By encouraging students, staff and faculty to pledge to small, easy actions and behavior changes, the program presents sustainability as an achievable goal – a series of daily habits and choices rather than overwhelmingly large changes.  Pledge-takers will ideally be empowered by their initial action and feel comfortable taking more or bigger steps toward sustainability, whether those additional steps are further pledge actions or not.  The pledge also aims to demonstrate the cumulative impact of everyone who takes the pledge.

The Small Footprint Pledge consists of 12 measurable actions. Pledge-takers have the option of committing to one action for their chosen length of time (week, month, or year).
","Since the pledge was started in 2014, 4,154 pledges have been taken saving 28,087 pounds of waste, 6,017,049 gallons of water and 337,832 pounds of carbon dioxide. 2015-2016 school year totals can be found at http://www.sustainability.umd.edu/content/culture/pledge_tally_totals.php
",http://www.sustainability.umd.edu/content/culture/pledge_home.php,,--
University of Massachusetts Amherst,2015-12-17,2015-12-17 14:45:38,esmall@facil.umass.edu,2.0,Pursuing,True,True,"Sustainable UMass, Eco-Rep Program, NetImpact, MASSPIRG, UMass Fossil Fuel Divestment Campaign, Permaculture Initiative, Real Food Challenge, USGBC Student Chapter (UMGBC)","There are numerous extra-curricular based campaigns on campus from Registered Student Organizations like MASSPIRG (Ban the Bottle), to SUMAC/Sustainable UMass Action Coalition (Anti-Fracking Campaigns) to the UMass Fossil Fuel Divestment Campaign, to curricular and co-curricular based campaigns such as the Eco Rep Program, Fellowship Program, Sustainability Student Steering Committee, the Permaculture Initiative, and the Real Food Challenge.

One of the major aspects of the Eco-Rep Program is teaching the students in the program to develop and run their own campaigns on issues surrounding sustainability. Over the past 4 semesters the program has involved over 400 students and has reached out consistently to the undergraduate class.  Many Eco-Reps go onto serve in other sustainable related campaigns that are listed above.

Sustainable UMass has done many outreach campaigns, one of the most prominent examples is the sustainable move-out campaign which will be expanding in 2014 to include a campus wide Reuse Tag Sale in the fall.

UMass Fossil Fuel Divestment Campaign  has recently been successful in having a divestment campaign supported and signed by the Student Government Association President as well as the Vice Chancellor of Student Affairs, and most recently convinced the UMass System Foundation to establish a Committee on Socially Responsible Investing.

The Real Food Challenge has developed into a 20-30 student co-curricular internship program that gives students the opportunity to not only run the RFC calculator for Auxiliary Services food audit but to learn in a collaborative setting about building more local and regional food system options for UMass and it's food suppliers.

In 2013 the Student Steering Committee reformed under the leadership of the Campus Sustainability Manager with a new task to help implement the new Sustainability Innovation and Engagement Fund by reviewing and ranking each proposal as well proposing their own ideas to the fund.","Earth Day and Campus Sustainability Day celebrations each year: Van Jones (2012), Robert F Kennedy Jr. (2012), Annie Leonard (2013), Dr. Robert Bullard (2014)

UMass Fossil Fuel Divestment Campaign: Foundation created a Committee on Socially Responsible Investments (2014)

The Common Read for the 5,000 incoming freshman for the class of 2017 was ""No Impact Man"" and hosted author Colin Beavan for the First Year Student Convocation in the Fall of 2013 and again as a guest on campus in October.

Permaculture Committee: There are now four Permaculture Gardens on campus and a very active local food network of students who are impacting the movement on a regional scale.

Real Food Challenge: The Chancellor has signed the Real Food Challenge, making UMass the largest campus dining program in the country to sign on.

Student Massachusetts Chapter of the USGBC: Helped distribute over 5,00 LED light bulbs to campus residents.

Eco-Rep Program and Fellowship Program: Electricity consumption and waste has decreased total and per student over the last 3 years despite a growing occupancy rate each semester and less access to fellow residents due to safety measures in the residence halls.  Waste diversion ranks in the top 3 percent compared to other state communities.  The Sustainable Move Out diverted 110 tons of waste from being disposed of improperly.  The 2014 EPA Gameday Challenge yielded over 2,000 lbs of recycling diverted from landfill at November 12 football game with over 75 volunteers collecting and weighing recycling at the tailgate.

",https://www.umass.edu/sustainability/,UMass Green Office Program,"The Green Office Program now has 60 offices participating as certified green offices and have active employees in each office serving as Eco-Leaders who are responsible for implementing sustainability measures in energy efficiency, waste reduction, kitchen sustainability, and green purchasing.","Over 60 offices are participating and an unknown amount of virgin paper is being reduced in these offices, energy is being saved minimally, greener cleaning products and more reusable products in kitchens are providing a more sustainable and healthy work space.",http://www.umass.edu/sustainability/get-involved/green-office,,"Campaigns:

https://www.umass.edu/sustainability/
http://www.umassdining.com/sustainability/permaculture
https://www.isenberg.umass.edu/netimpact/
http://www.umass.edu/rso/masspirg/
http://divestumass.org/
http://www.umass.edu/sustainability/green-campus/real-food-challenge
https://www.facebook.com/UMassGreenBuildingCouncil"
University of Massachusetts Lowell,2016-02-04,2016-02-04 11:33:16,Tyler_Arrigo@uml.edu,2.0,Pursuing,True,True,Residence Hall Electricity Reduction Challenge ,"As part of 2014 Earth Week, UMass Lowell held a three day competition between residence halls to conserve energy.",Most residence halls had a 2-5% energy savings; the winner had a 20% energy savings,http://www.uml.edu/docs/Earthweek%20Poster_tcm18-146453.pdf,Recycle Mania,"Recycle Mania is an eight week program designed to encourage recycling efforts and reduce the amount of solid waste generated. During the program, participants will benchmark themselves against other schools in different categories, such as paper, food service and electronics recycling","Electronics recycling yielded 30,137 pounds in the 30 day period They also took part in Food Service Organics and composted: 14,827 pounds of material.
",http://www.uml.edu/News/stories/2014/Recyclemania.aspx,"The Food Composting campaign targets all dining facilities and therefore targets both students and employees. The results of the campaign: FY14 - Food Waste Composting: 92 tons campus-wide; FY14 - Prepared Unused Food Donation: 2.84 tons campus-wide http://www.uml.edu/News/stories/2014/DEPCompostTour.aspx

The Electronics Recycling campaign targets both students and employees. The results of the campaign: FY14 - Mixed Electronics: 33.22 tons campus-wide; FY14 - Batteries: 0.86 tons campus-wide.

http://www.uml.edu/EEM/Environmental-Stewardship/recycling/battery-small-electronics-recycling-drop-offs.aspx


",--
University of Michigan,2016-01-11,2016-01-11 15:37:48,ahorning@umich.edu,2.0,Pursuing,True,True,Recycling Champions Building Competition,"Advertising for this competition was heavily directed at students. Last Winter 2014, the UM Recycling Program hosted the Eighth Annual Recycling Champions Building Competition, an intra-campus waste reduction and recycling competition! This competition ran in conjunction with RecycleMania from January 19th – March 29th, 2014. The Recycling Champions competition pits participating buildings on the U-M Ann Arbor Campus against one another. Recycling and trash levels are recorded each week.",The web site (see below) shows rate of improvement of recycling and total waste reduction for each participating building as a % change from the previous year's competition numbers & is updated weekly during the term of the competition. ,http://www.recycle.umich.edu/grounds/recycle/recycle_champions.php, Sustainable Workplace Certification Program,"The University of Michigan Sustainable Workplace Certification Program encourages U-M staff and faculty to join in working towards a more sustainable university through participation in an informal inventory of their office practices, identification of gaps, and taking action to implement best practices. By engaging staff and faculty in a voluntary program, we can promote sustainable behavior across the campus, make greater strides toward our sustainability goals, and strengthen our position as a leader in sustainability.
First, workplace's complete and electronically submit an online self-assessment of the current office conditions and practices.  Once submitted, an OCS Sustainability Representative meets with the team onsite, reviews the checklist, and answers questions. Areas in which there is room for improvement receive special attention in order to overcome any barriers and develop an action plan for improvement.  Based on the points earned, the office is then given a rating to determine if they qualify for being a Sustainable Workplace. OCS provides recommendations and technical assistance to help implement best practices and make the largest positive environmental impact feasible. The office then receives a packet of resources including informational handouts and signage for use in the office. In addition to ongoing technical assistance, workplaces committed to reducing their environmental footprint through the Sustainable Workplace Program are recognized with the award of a certificate, a Sustainable Workplace digital logo for web and print use, and placement on the Sustainable Workplace webpage.",Over 50 offices have participated since implementation & their final ratings can be seen at the webpage listed below.  They would not have received the Sustainable Workplace Certification if they had not made significant positive changes.,http://www.ocs.umich.edu/sustainable-workplace.html,,--
"University of Minnesota, Duluth",2016-02-26,2016-02-26 14:48:21,mgranley@d.umn.edu,2.0,Pursuing,True,True,Ianni Hall Energy Competition,"""Engaging Social Psychology Students in a Pro-environmental Behavior Change Project.""  

Dr. Lara LaCaille's online Social Psychology course students applied social psychological principles in the design and implementation of a campaign to reduce energy consumption of student residents of a UMD dormitory. Dr. LaCaille tracked course outcomes, including the effects on students' and residents' environmental attitudes, concerns, motivations, and behaviors. ","Development, implementation, and outcomes of a Social Psychology class project were tracked that was designed to help reduce energy consumption among students living in Ianni Hall.  Several behavior change principles were employed and results tracked.  Although the energy savings were small (<5% overall), awareness was increased in the Hall and students leading the campaign showed increases in both knowledge of sustainability issues and engaging in sustainable behaviors themselves.  ",https://umdsustain.wp.d.umn.edu/programs/ideas-for-student-projects/,https://umdsustain.wp.d.umn.edu/green-office/,"The UMD Office of Sustainability has offered Green Office Certification to departments since 2013.  Departments who sign up are rated for Energy, Waste, and Transportation, using spreadsheets/point system.  The aim of the program is less about the ""score"" and more about started a discussion in a department and getting sustainability on the minds of people who make decisions on resource issues.  ","Five Departments/Offices have participated in the program, and two are waiting to begin.  Results are below:
Student Life Office (KPlz 245): Energy: 11, Waste 18 
Student Association Office (KSC 115): Energy 15, Waste 22.
Sustainability Staff Office (DAdB 219): Energy 16, Waste 32.
Library Management Team (LAnnx 202): Energy 17, Waste 18.
Office of Civic Engagement (BohH 209): Energy 19, Waste 24.",https://umdsustain.wp.d.umn.edu/green-office/,"UMD Sustainability Office engages the campus to save energy during Thanksgiving break, winter break, and spring break,  by sending reminders to close windows, power down, unplug, close fume hoods, and switch off lights and equipment.  
https://umdsustain.wp.d.umn.edu/dont-be-a-turkey-power-down-over-thanksgiving/
https://umdsustain.wp.d.umn.edu/tis-the-season-to-be-sustainable-2/

An annual Campus Move-Out campaign urges students to donate, re-use, and swap furniture to save useful items from ending up in the landfill.  
z.umn.edu/umdMoveOut
",The UMD ENERGY PLEDGE is accessible through the home page of the UMD Sustainability Office at www.d.umn.edu/sustain (bottom right corner) 
"University of Minnesota, Morris",2016-02-24,2016-02-24 11:29:04,good0044@morris.umn.edu,2.0,Pursuing,True,True,Morris Earth Month,"April is a special month where we put an increased emphasis on sustainability efforts on campus and in the community. Student groups begin meeting early in January and February to develop their ideas and begin planning. Some of the typical events each year include: poetry readings, clothing swaps, solar swims, invited presentations and discussion with faculty and guest lecturers, music and food events.","This campaign involves students that may not typically work together on sustainability efforts.  The team that organizes this effort arises from many different student organizations, including the Morris Campus Student Association, the Minnesota Public Interest Research Group, Morris GreenCorps, Student Organic Gardening Club, FoodlUMMs, and more. The campaign helps to connect student groups that would not typically align their efforts.

",https://www.facebook.com/morrisoos,Morris Composting Summit & Composting Outreach,"Morris students working in collaboration with Office of Sustainability, Dining Services, Facilities Management and other offices have worked to increase student and staff understanding of composting on campus. ","This has helped to increase interest in composting, increase weights of compost collected, and reduce contamination (by inspection).",--,,--
"University of Minnesota, Twin Cities",2016-03-03,2016-03-03 17:48:46,stennes@umn.edu,2.0,Pursuing,True,True,Live Green Games,"It All Adds Up and Housing and Residential Life introduced the ""Live Green Games"" in residence halls in 2012. The new sustainability competition awards points for resident participation in monthly sustainability programming. The residence hall with the most points at the end of April will receive a catered ""Sustainable Study Break"" during finals. For more information, see live green.","Students gained experience in living sustainably overall reducing their footprint as a class.  Live green games was a student resident house to house competition through the software, onemillionactsofgreen. Live green games was an expanded year round version of the conservation madness energy and recycling competition.",http://italladdsup.umn.edu/livegreengames/,Recyclemania,The University of Minnesota participates in the national RecycleMania competition during spring semester each year. This friendly competition ranks reported recycling and trash data from more than 500 universities over a 10-week period. The U of M placed first last year among Big Ten teams in the Grand Champion division. Visit the Recyclemainia website (http://www.recyclemania.org/) for more information.,Placed first among institutions of the relative size.,http://facm.oit.umn.edu/about/central-services/recycling/events/index.htm,,--
University of Missouri,2015-05-01,2015-05-01 15:34:23,raghavans@missouri.edu,2.0,Pursuing,True,True,"Waste Not, Waste Not ","The “Waste Not, Want Not” task force is a Mizzou Advantage undergraduate research team involving an interdisciplinary collaboration of students and faculty seeking to understand food waste and how to decrease it on campus.","Objectives:
The research team will be organized around three general learning objectives. 
1.	Understand what constitutes food waste.
2.	Explore some of the root causes of food waste.
3.	Identify ongoing local and regional efforts to address food waste.

Outcomes:
By the end of the second semester, we hope to have achieved the following outcomes.
1.	Increase interdisciplinary networking and dialogue on campus about this issue. 
2.	Synthesize a working definition of food waste.
3.	Compile a literature review about food waste.
4.	Maintain ongoing writing (journal, Discussion Board) that reflects our learning.  
5.	Present research poster on findings at the Undergraduate Research and Creative Achievements Forum.
6.	Identify possible projects to alleviate food waste.
7.	Develop a draft syllabus for a future team-taught course on food waste.
8.	Design experiment aimed at measuring sources of food waste.

This is an ongoing project that began in spring 2014 and will continue through 2015. The work has already increased awareness among students regarding food waste. ",http://dining.missouri.edu/food-waste-campaign/,RecycleMania,"RecycleMania is a friendly competition and benchmarking tool for college and university recycling programs to promote waste reduction activities to their campus communities. Over an 8-week period, colleges across the United States and Canada report the weekly amount of recycling and trash collected and are in turn ranked in various categories based on who recycles the most on a per capita basis, as well as which schools have the best recycling rate as a percentage of total waste and which schools generate the least amount of combined trash and recycling.  With each week’s updated ranking, participating schools follow their performance against other colleges and use the results to rally their campus to reduce and recycle more.

National recognition is provided to the winning school in each category on the RecycleMania website and in a national press release. Winning schools receive an award made out of recyclable materials, and win the right to host that category’s special traveling trophy for the coming year.","In the spring of 2014, the University of Missouri – Columbia got a new Chancellor. On February 1st R. Bowen Loftin began his new position and it was a huge media blitz of attention on him. He is a bowtie-clad, mustachioed man who is beloved by students of his past appointment. He has an active Twitter account @Bowtieger and we piggy-backed off of his celebrity status on campus and wanted to let the community know right from the start that he supported RecycleMania! Below is the text we used in the postings. Not only did he re-tweet the photo, but so did the official Mizzou Facebook page!

""R. Bowen Loftin thinks you should give recycling a chance-llor! Join us in our effort to
make Mizzou a greener place by participating in RecycleMania! Everything you recycle on campus not only reduces waste in the landfill but saves us money, too! Like our page for more awesome MU Sustainability Office updates!""

With our new Chancellor and the adorable pun, we attracted a lot of attention. We had more media call us during this RecycleMania than ever before. We got high profile people at our University to publicly support RecycleMania in order to get full “buy-in” from all levels of campus. More people have visited our Facebook page and called the office to see how they can help.

Spring 2014 was our best performance in RecyleMania. We finished 26th out of 256 schools and recycled at a 50 percent rate, due in part to the campaign and the participation of faculty and staff.  ",http://recyclemaniacs.org/sites/default/files/University%20of%20Missouri%20-%20Columbia.pdf,,--
"University of Missouri, Kansas City",2016-02-17,2016-02-17 12:08:31,johnstonrk@umkc.edu,2.0,Pursuing,True,True,Student Sustainability Outreach Campaign,"Voluntary Energy Management 
Beginning in spring semester 2012 students are encouraged to make commitments to reduce energy use on campus. 

RecycleMania National Competition
Each year since 2008 UMKC has participated in the RecycleMania National Competition.  Students are encouraged to participate in an outreach campaign to increase recycling and waste reduction on campus.  ","Voluntary Energy Management 
As of the end of fall 2013 semester 438 pledges have been made totaling $23542.94 annual dollar savings and 893149 Lbs of CO2 annual emissions savings.  

RecycleMania National Competition
Recycling rates on campus have risen from 23% to 70% as a result of the proactive student outreach and education campaign. UMKC won #1 Grand Champion in 2013 and peaked at 86% recycling over the eight week competition
 ",http://www.umkc.edu/sustainability,--,,,--,,--
