Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Total number of institutional divisions (e.g. schools, colleges, departments) that produce research",Number of divisions covered by a policy assuring open access to research,"A brief description of the open access policy, including the date adopted and repository(ies) used",A copy of the open access policy,The open access policy,The website URL where the open access repository is available,A brief description of how the institution’s library(ies) support open access to research,The website URL where information about open access to the institution's research is available,Public Notes
State University of New York at Cortland,2015-10-09,2015-10-09 13:16:01,Beth.Klein@cortland.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
State University of New York at Geneseo,2016-03-24,2016-03-24 11:00:09,dezarn@geneseo.edu,2.0,Pursuing,20.0,--,"The State University of New York’s policy on Compliance with the Freedom of Information Law (adopted in 1987) may be found here: http://www.suny.edu/sunypp/documents.cfm?doc_id=537 
The Research Foundation for the State University of New York, which administers all sponsored program awards for SUNY institutions is also subject to FOIL.  The Research Foundation policy on Record Access (adopted in 2013) may be found here:
http://www.rfsuny.org/media/RFSUNY/Policies/records_access_policy_pol.htm
",,,http://www.geneseo.edu/library/publishing/finding_managing_storing_data,"Researchers seeking long term archiving and preservation for their data can contact the library to discuss relevant services and resources available across the campus.  Library staff can also help faculty locate a discipline-specific data repository for long-term archiving.  Many of these have specific requirements for depositing data (documentation, file formats, etc.). The library currently provides research and author consultation services for faculty and student researchers as they prepare their research data and content for publication.  Our library faculty can advise researchers on open access policies, copyright, and licensing when faculty are unsure of how to publish open access.  The library also provides programming and training workshops for faculty on all aspects of open access education.  ",http://www.geneseo.edu/library/publishing,Jennifer Apple
State University of New York at New Paltz,2016-01-11,2016-01-11 09:08:22,mittenl@newpaltz.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Sterling College,2016-01-28,2016-01-28 10:04:22,cfeuerstein@sterlingcollege.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Stevens Institute of Technology,2016-03-24,2016-03-24 15:21:59,gotham360@stevens.edu,2.0,Pursuing,10.0,10.0,"Green open access refers to articles made available through open access institutional repositories or personal archives. These articles, often pre-print or post-print but usually not published versions (unless the author's publisher allows it), are submitted by the authors to the repository or archive, and can be subject to publisher embargoes. If an institution or organization mandates open access availability of its research, that OA is usually achieved through repositories.  Gold Open Access is on the Journal level, referring to journals published open access online and freeely available.  These journals are peer-reviewed like traditional journals, and publish articles immediately.  Hybrid open access refers to the way traditional publishers have integrated Gold OA into their publishing models, in which authoris, for an additional fee, can have their articles made open access, usually after an embargo period. ",,"The Open Access Policy can be found at http://library.stevens.edu/c.php?g=233379&p=1550234
",http://library.stevens.edu/c.php?g=233379&p=1550234,"Gratis open access:  no cost to read, but reuse is restricted;  Libre open access:  no cost to read but includes more reuse rights, usually by way of  a Creative Commons license, and thus fully in line with the Berlin Declaration on Open Access to Knowledge in the Sciences and Humanities (2003)
",http://library.stevens.edu/c.php?g=233379&p=1550234,--
Syracuse University,2016-03-25,2016-03-25 15:33:46,macadwel@syr.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Temple University,2016-02-09,2016-02-09 14:47:16,kathleen.grady@temple.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
Texas A&M University,2016-01-15,2016-01-15 14:24:57,kwellman@tamu.edu,2.0,Pursuing,89.0,--,"The Texas A&M University Libraries currently is developing an Open Access program, policy and marketing campaign. At present the University does not have an Open Access Policy that has been formally adopted by the University’s Faculty. 

The Libraries’ working Open Access Policy, in brief, is:
 
“Texas A&M library is an active advocate of open access, believing that open access can help address both the price barriers and the permission barriers that undermine global access to the products of Texas A&M’s scholarly and creative work, as well as helping alleviate the serious issue of providing TAMU scholars access to the world’s scholarly literature due to rising subscription costs.”

The University’s institutional repository, called OAK Trust (established in 2013), is charged with collecting, preserving and distributing “the scholarly output of the University, including scholarly articles and books, electronic theses and dissertations, conference proceedings, technical reports, and digitized library collections.”

OAK Trust, in addition to providing an online archive also provides “a set of services that a university offers to members of its community for the management and dissemination of digital materials created by the institution and its community members.” 

OAK Trust is in fact made up of two databases – the archival database/repository and another that provides a platform that supports both the collection of ongoing research data and the facilitation of online collaboration between research entities and/or individuals. 
 
(Source: Texas A&M University Libraries’ Office of Scholarly Communications Initiative: Summary by Dr. Bruce Herbert, Director)
",,"As indicated above the University Libraries’ is currently working on crafting and advocating for an Open Access Policy. Currently the working document contains the following components: 
1.	“Digital and networking technologies are prompting significant change and opportunity in the practices of scholars, particularly as they collaborate, the publication of their scholarship, and the scholarly communications process.”  

2.	“The Texas A&M University Libraries is an active advocate of open access, believing that open access can help address both the price barriers and the permission barriers that undermine global access to the products of Texas A&M’s scholarly and creative work, as well as helping alleviate the serious issue of providing TAMU scholars access to the world’s scholarly literature due to rising subscription costs. The programs below seek to provide the tools and services that remove barriers to scholars publishing their scholarship as open access.”

3.	“New, web-based tools and services are being developed that can enhance the visibility of faculty research, support their scholarly identity, and support the discovery of potential collaborators.  These projects rely on creating unique identifiers for scholars, harvesting the metadata associated with their scholarly work, and developing semantic web applications and databases.”

(Source: Texas A&M University Libraries’ Office of Scholarly Communications Initiative: Summary by Dr. Bruce Herbert, Director)
",http://oaktrust.tamu.edu/,"The University Libraries not only hosts the two platforms that make up the OAK Trust Repository but also provides:

1)	OAK Fund -  funds to support the fees assessed for publication of articles in Open Access journals

2)	OAK Search – project to enable access to large collections of open access materials (e.g. books, journals and other scholarly documents) without having to pass through authentication protocols – thus enabling anyone to view and use the open access information resources. 

3)	Discovery and identification tools that enable scholars to develop professional profiles as well as link these scholars to their professional activities as well as their scholarly works.

4)	Campaigns to promote use of open access repositories both as a collection destination as well as an easily discoverable and searchable site.

5)	Development of metrics that can assess the use and impact of open repositories and their scholarly resources. 

(Source: Texas A&M University Libraries’ Office of Scholarly Communications Initiative: Summary by Dr. Bruce Herbert, Director)
",http://oaktrust.library.tamu.edu/,--
Texas Tech University,2016-03-25,2016-03-25 15:47:37,carey.hewett@ttu.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
The Ohio State University,2016-01-26,2016-01-26 15:46:56,dial.15@osu.edu,2.0,Pursuing,105.0,105.0,"In the libraries, the faculty adopted an open access policy for all research published in journals in 2012. The Faculty of University Libraries of The Ohio State University is committed to disseminating the fruits of its research and scholarship as widely as possible. In keeping with that commitment, the Faculty adopted an open access resolution effective July 1, 2012.

Open Access repository for the institutions is the Knowledge Bank: https://kb.osu.edu

The Ohio State University Libraries Open Access Resolution January, 2012 The Faculty of University Libraries (Libraries) of The Ohio State University is committed to disseminating the fruits of its research and scholarship as widely as possible. In keeping with that commitment, the Faculty adopts the following policy, effective July 1, 2012: Each Faculty member grants to The Ohio State University permission to make available his or her scholarly articles and to exercise the copyright in those articles. In legal terms, the permission granted by each Faculty member is a nonexclusive, irrevocable, paid-up, worldwide license to exercise any and all rights under copyright relating to each of his or her scholarly articles, in any medium, for purposes of making the articles openly accessible in a repository, and to authorize others (such as OhioLINK) to do the same, provided that the articles are not sold for a profit. The policy will apply to all scholarly articles written while the person is a member of the regular Faculty except for any articles completed before the adoption of this policy and any articles for which the Faculty member entered into an incompatible licensing or assignment agreement before the adoption of this policy. The Director or designate will waive application of the policy for a particular article upon written request by a Faculty member explaining the need. To assist the University in distributing the articles, each Faculty member will provide an electronic copy of the final version of the manuscript upon acceptance for publication. The Libraries may make the article available to the public in an open-access repository. Each faculty member is responsible for retaining the rights necessary for compliance with the policy, or obtaining a waiver. The Libraries’ Faculty Advisory Council will be responsible for interpreting this policy, resolving disputes concerning its interpretation and application, and recommending changes to the Faculty from time to time. The policy will be reviewed after three years and a report presented to the Faculty. 
",http://stars.aashe.org/media/secure/630/6/604/3474/OpenAccessResolution2012.pdf,,https://kb.osu.edu/,,--,--
Tufts University,2016-02-25,2016-02-25 15:40:31,tina.woolston@tufts.edu,2.0,Pursuing,9.0,9.0,"At the Scholarly Communications at Tufts site,  information is available for faculty, staff, and students about all aspects of the process used by scholars to share and use the results of their and others’ research. The goal is to provide answers to questions about author's rights, copyright, fair use, and open access.
http://sites.tufts.edu/scholarlycommunication/

Additionally, faculty, students, and researchers at Tufts can also make their work accessible by contacting the Tufts Digital Collections and Archives and the Tufts Digital Library. ",,"In the Life Sciences (sustainability related Environmental Health and One Health), open access is required for all NIH-supported research.
http://www.library.tufts.edu/hsl/services/NIHpublicaccess.html
See NIH policy on open access http://publicaccess.nih.gov/policy.htm

Researchers with funding from NSF adhere to the Data Sharing policy of NSF
http://www.nsf.gov/bfa/dias/policy/dmp.jsp

The School of Arts, Sciences, and Engineering has a program and policies that related to open access (see the Scholarly Access Site for Tufts policies that relate to scholarly communication).  Such policies concern Fair Use of Copyrighted Materials, Rights and Responsibilities with Respect to Intellectual Property, and Information Stewardship. 

Additionally, the Digital Collections and Archive (DCA) is committed to providing open access to its collections as far as possible within the limits of privacy and confidentiality. Although many records and manuscript collections are open for use, there are materials held by the DCA that are subject to access restrictions.  The DCA supports the teaching and research mission of Tufts University by ensuring the enduring preservation and accessibility of the university’s permanently valuable records and collections. The DCA assists departments, faculty, and staff in managing records and other assets. The DCA collaborates with members of the Tufts community and others to develop tools to discover and access collections to support teaching, research, and administrative needs.  DCA encourages faculty to consider donating research materials as well as depositing their publications for open access.",http://dl.tufts.edu/,"The Scholarly Communication Team, comprised of  librarians and staff from across Tufts, is charged by the University Library Council with the responsibility of monitoring issues and answering questions about copyright and fair use, open access, and author’s rights:  http://sites.tufts.edu/scholarlycommunication/?page_id=212

Tufts Libraries Collections pay membership fees for certain journals in order to provide article processing charge (APC) discounts to Tufts authors for OA publishing.

Funding is available to encourage open access publishing: http://tischlibrary.tufts.edu/about-us/innovations-and-student-awards/grad-open-access-fund

In the Life Sciences, publications are available through PubMed.",http://sites.tufts.edu/scholarlycommunication/,"Tufts Digital Library
http://dl.tufts.edu/

Tufts Digital Collections and Archives
http://sites.tufts.edu/dca/
"
Tulane University,2016-02-04,2016-02-04 11:04:00,ldavey@tulane.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
Unity College,2016-03-25,2016-03-25 15:25:00,JdeHart@unity.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
University at Albany,2016-02-23,2016-02-23 17:54:14,mmallia@albany.edu,2.0,Pursuing,225.0,--,"The University does not have an open access policy but has developed a Scholars Archive, which is an institutional repository that collects, preserves, and provides online access to scholarly research and resources created by University at Albany faculty, staff and students. The goals of this open access repository are to increase discoverability and ensure long-term, reliable access to the University’s scholarly output.  The University also participates in the SUNY digital commons.",,,http://suny.researchcommons.org/,The university has developed a Scholars Archive and participates in a research commons developed by the SUNY system to provide an open access research portal that makes it possible to explore the breadth of scholarship across participating SUNY campuses.,http://library.albany.edu/dewey/blog/2015/08/scholars-archive-makes-your-research-available,--
University at Buffalo,2016-01-19,2016-01-19 10:15:51,jlk47@buffalo.edu,2.0,Pursuing,91.0,--,"While UB does not currently have an open access policy, it is a growing area of interest. To that end the University's Vice Provost for University Libraries, H. Austin Booth is working with the Provost and University Libraries senior management to explore implementing an open access policy in the future. 

In addition, open access is encouraged and faculty can choose to pursue open access publishing with the support of the libraries: http://library.buffalo.edu/scholarly/open-access/",,Do not currently have a policy. ,http://library.buffalo.edu/scholarly/open-access/,,--,--
University of Arizona,2016-03-25,2016-03-25 15:31:56,bchampion@email.arizona.edu,2.0,Pursuing,26.0,26.0,"The University of Arizona does not have a formal open access policy; however the UA advocates that UA researchers and authors retain the rights to their work. 

The UA hosts a UA Campus Repository for researchers, as well as the public, may view valuable research. The UA Libraries publishes information and tips for UA scientists, researchers and students to help them retain open access to their work, and provides financial support to campus authors to publish in open access journals.  ",,"The University of Arizona does not have a formal open access policy; however the UA advocates that UA researchers and authors retain the rights to their work. The UA hosts a UA Campus Repository for researchers, as well as the public, may view valuable research. Lastly, the UA Libraries publishes information and tips for UA scientists, researchers and students to help them retain open access to their work.",http://arizona.openrepository.com/arizona/,The University Libraries and the Office of the Vice President for Research have created an Open Access Publishing Fund to support campus authors who would like to publish in an open access journal but have no funding available for Author Processing Charges..,http://www.library.arizona.edu/services/faculty/scholcom/issues.html,Latest update: February 2016
University of British Columbia,2016-02-22,2016-02-22 18:18:38,charlene.ponto@ubc.ca,2.0,Pursuing,77.0,--,"While UBC does not have a formal open access policy, it has adopted the ""UBC Open Access Position Statement"" which encourages open access practices and the use of UBC's open access repository, cIRcle.",,"UBC Open Access Position Statement
Whereas:

One of the enduring goals of the University of British Columbia is to create and disseminate knowledge;
UBC is committed to disseminating the research performed at the university in ways that make it widely accessible, while protecting the intellectual property rights of its authors;
Changes in technology offer opportunities for new forms of both creation and dissemination of scholarship through Open Access; which is broadly defined as free availability and unrestricted use of scholarly works;
Open Access also offers opportunities for UBC to fulfill its mission of creating and preserving knowledge in a way that opens disciplinary boundaries and facilitates sharing knowledge more freely with the world; and
UBC has operated an Open Access repository since 2007 in cIRcle which is operated and maintained by the University Library.
The Senates of the Okanagan and of the Vancouver Campus endorse the following statements.

Faculty members are encouraged to deposit an electronic copy of their refereed and non-refereed research output and creative work in cIRcle in accordance with applicable copyright arrangements which may be in place for that work.
Where a faculty member has deposited a work with cIRcle, cIRcle shall be granted a non-exclusive licence to preserve and make publicly available the research contained therein.
The authors of works deposited with cIRcle will maintain ownership of their rights in the works.
Approved by the UBCO and UBCV Senates in 2013.",https://circle.ubc.ca/,"UBC has operated an Open Access repository since 2007 in cIRcle which is operated and maintained by the University Library.

cIRcle is the University of British Columbia's digital repository for research and teaching materials created by the UBC community and its partners. Materials in cIRcle are openly accessible to anyone on the web, and will be preserved for future generations.",http://open.ubc.ca/,--
"University of California, Berkeley",2016-03-23,2016-03-23 14:26:05,lmcneilly@berkeley.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
"University of California, Davis",2016-03-28,2016-03-28 16:31:24,cmkirk@ucdavis.edu,2.0,Pursuing,8.0,8.0,"The Faculty of the University of California is committed to disseminating its research and scholarship as widely as possible. In particular, as part of a public university system, the Faculty is dedicated to making its scholarship available to the people of California and the world. Furthermore, the Faculty recognizes the benefits that accrue to themselves as individual scholars and to the scholarly enterprise from such wide
dissemination, including greater recognition, more thorough review, consideration and critique, and a general increase in scientific, scholarly and critical knowledge. Faculty further recognize that by this policy, and with the assistance of the University, they can more easily and collectively reserve rights that might otherwise be signed away, often  unnecessarily, in agreements with publishers. In keeping with these considerations, and for the primary purpose of making our scholarly articles widely and freely accessible, the Faculty adopted the policy listed below on 7/24/2013.",,"UNIVERSITY OF CALIFORNIA, ACADEMIC SENATE

Open Access Policy for the Academic Senate of the University of California Adopted 7/24/2013

Preamble
The Faculty of the University of California is committed to disseminating its research and scholarship as widely as possible. In particular, as part of a public university system, the Faculty is dedicated to making its scholarship available to the people of California and the world. Furthermore, the Faculty recognizes the benefits that accrue to themselves as individual scholars and to the scholarly enterprise from such wide dissemination, including greater recognition, more thorough review, consideration and critique, and a general increase in scientific, scholarly and critical knowledge. Faculty further recognize that by this policy, and with the assistance of the University, they can more easily and collectively reserve rights that might otherwise be signed away, often 24/2013.
Grant of License and Limitations

Each Faculty member grants to the University of California a nonexclusive, irrevocable, worldwide license to exercise any and all rights under copyright relating to each of his or her scholarly articles, in any medium, and to authorize others to do the same, for the purpose of making their articles widely and freely available in an open access repository. Any other systematic uses of the licensed articles by the University of California must be approved by the Academic Senate. This policy does not transfer copyright ownership, which remains with Faculty authors under existing University of California policy.

Scope and Waiver (Opt-Out)

The policy applies to all scholarly articles authored or co-authored while the person is a member of the Faculty except for any articles published before the adoption of this policy and any articles for which the Faculty member entered into an incompatible licensing or assignment agreement before the adoption of this policy. Upon express direction by a Faculty member, the University of California will waive the license for a particular article or delay access to the article for a specified period of time.

Deposit of Articles

To assist the University in disseminating and archiving the articles, Faculty commit to helping the University obtain copies of the articles. Specifically, each Faculty member who does not permanently waive the license above will provide an electronic copy of his or her final version of the article to the University of California by the date of its publication, for inclusion in an open access repository. When appropriate, a Faculty member may instead notify the University of California if the article will be freely available in another repository or as an open-access publication. Faculty members who have permanently waived the license may nonetheless deposit a copy with the University of California or elsewhere for archival purposes.

Notwithstanding the above, this policy does not in any way prescribe or limit the venue of publication. This policy neither requires nor prohibits the payment of fees or publication costs by authors.

Oversight of Policy

The Academic Senate and the University of California will be jointly responsible for implementing this policy, resolving disputes concerning its interpretation and application, and recommending any changes to the Faculty. Any changes to the text of this policy will require approval by both the Academic Senate and the University of California. The Academic Senate and the University of California will review the policy within three years, and present a report to the Faculty and the University of California.

The Faculty calls upon the Academic Senate and the University of California to develop and monitor mechanisms that would render implementation and compliance with the policy as convenient for the Faculty as possible.

Link to the policy @ http://osc.universityofcalifornia.edu/open-access-policy/",http://www.escholarship.org/,"The UC Davis Open Access Fund pilot supports UC Davis Academic Senate, Academic Federation members, faculty, post-docs, residents, fellows, and graduate students who want to make their journal articles free to all readers immediately upon publication.
UCD-OAF provides Davis authors reimbursement up to $1000/article for open access fees for those publishing in full open access journals  (journals in which all articles are published open access)
UCD-OAF subsidizes, in various degrees, fees charged to authors who select open access. The program will also yield data that will be used to gauge faculty interest in — as well as the budgetary impacts of — these new modes of scholarly communication on the Davis campus.
	 		
With initial funding from CDL, the UC Davis University Library is providing the funds in order to support UCD authors interested in reshaping models of scholarly publishing. The University Library will track how the funds are spent, and the success and sustainability of the pilot will be evaluated. The chief goals of the program include fostering greater dissemination of the work of University of California, Davis scholars and encouraging author control of copyright.  (http://guides.lib.ucdavis.edu/content.php?pid=390315&sid=3198264)",http://guides.lib.ucdavis.edu/open_access,--
"University of California, Irvine",2016-03-23,2016-03-23 10:32:39,khaq@uci.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--
"University of California, Los Angeles",2016-03-24,2016-03-24 13:55:06,sustainability@ucla.edu,2.0,In Progress,--,--,--,--,--,--,--,--,--
"University of California, Merced",2016-02-25,2016-02-25 16:56:23,cmccormick3@ucmerced.edu,2.0,Pursuing,9.0,9.0,"Open Access Policy for the Academic Senate of the University of California Adopted 7/24/2013                    

Preamble          
The Faculty of the University of California is committed to disseminating its research and scholarship as widely as possible. In particular, as part of a public university system, the Faculty is dedicated to making its scholarship available to the people of California and the world.

Furthermore, the Faculty recognizes the benefits that accrue to themselves as individual scholars and to the scholarly enterprise from such wide dissemination, including greater recognition, more thorough review, consideration and critique, and a general increase in scientific, scholarly, and critical knowledge. Faculty further recognize that by this policy, and with the assistance of the University, they can more easily and collectively reserve rights that might otherwise be signed away, often unnecessarily, in agreements with publishers. In keeping with these considerations, and for the primary purpose of making our scholarly articles widely and freely accessible, the Faculty adopts the following policy:            

Grant of License and Limitations        
Each Faculty member grants to the University of California a nonexclusive, irrevocable, worldwide license to exercise any and all rights under copyright relating to each of his or her scholarly articles, in any medium, and to authorize others to do the same, for the purpose of making their articles widely and freely available in an open access repository. Any other systematic uses of the licensed articles by the University of California must be approved by the Academic Senate. This policy does not transfer copyright ownership, which remains with Faculty authors under existing University of California policy.
                    
Scope and Waiver (Opt-Out)                
The policy applies to all scholarly articles authored or co-authored while the person is a member of the Faculty except for any articles published before the adoption of this policy and any articles for which the Faculty member entered into an incompatible licensing or assignment agreement before the adoption of this policy. Upon express direction by a Faculty member, the University of California will waive the license for a particular article or delay access to the article for a specified period of time.
                    
Deposit of Articles                
To assist the University in disseminating and archiving the articles, Faculty commit to helping the University obtain copies of the articles. Specifically, each Faculty member who does not permanently waive the license above will provide an electronic copy of his or her final version of the article to the University of California by the date of its publication, for inclusion in an open access repository. When appropriate, a Faculty member may instead notify the University of California if the article will be freely available in another repository or as an open-access publication. Faculty members who have permanently waived the license may nonetheless deposit a copy with the University of California or elsewhere for archival purposes.                

Notwithstanding the above, this policy does not in any way prescribe or limit the venue of publication. This policy neither requires nor prohibits the payment of fees or publication costs by authors.
                    
Oversight of Policy                
The Academic Senate and the University of California will be jointly responsible for implementing this policy, resolving disputes concerning its interpretation and application, and recommending any changes to the Faculty. Any changes to the text of this policy will require approval by both the Academic Senate and the University of California. The Academic Senate and the University of California will review the policy within three years, and present a report to the Faculty and the University of California.The Faculty calls upon the Academic Senate and the University of California to develop and monitor mechanisms that would render implementation and compliance with the policy as convenient for the Faculty as possible.",,"Please visit http://osc.universityofcalifornia.edu/open-access-policy/policy-text/systemwide-senate/
",http://escholarship.org/uc/ucm,,http://library.ucmerced.edu/news/2013/university-california-passes-open-access-policy,--
"University of California, Riverside",2016-03-18,2016-03-18 16:23:30,john.cook@ucr.edu,2.0,Pursuing,7.0,7.0,"Beginning in Spring quarter 2013, UC Riverside Libraries are launching a pilot open access fund. This fund is intended to help off-set reasonable open access publishing charges for researchers who do not have grant funds or when funds are otherwise unavailable. Eligible charges include Article Processing Charges (APCs) and Open Access (OA) Fees for fully open access journals (journals in which all articles are immediately available). The pilot program will be in effect through the end of 2013.  Funds are limited.  The UCR Libraries encourage authors to submit applications right away, since funds are available on a first-come, first-served basis.
 
UC Riverside faculty, post-doctoral scholars, researchers, and graduate students who do not have grant funds that can be used for Open Access, are eligible to apply. Articles must be made freely available at the time of initial publication, without any embargo periods. The California Digital Library (CDL) and UC campus libraries are collaborating to provide the funds in order to support UC researchers interested in reshaping models of scholarly publishing.  The chief goals of the program include fostering greater dissemination of the work of University of California scholars and encouraging greater awareness of authors’ rights.  Campuses will track how the funds are spent, and the success and sustainability of the pilot will be evaluated after 12-18 months.",,"The Academic Senate of the University of California adopted an Open Access Policy on July 24, 2013, ensuring that future research articles authored by faculty at all 10 campuses of UC will be made available to the public at no charge. A precursor to this policy was adopted by the UCSF Academic Senate on May 21, 2012.
On October 23, 2015, a Presidential Open Access Policy expanded open access rights and responsibilities to all other authors who write scholarly articles while employed at UC, including non-senate researchers, lecturers, post-doctoral scholars, administrative staff, librarians, and graduate students.
",http://osc.universityofcalifornia.edu/open-access-policy/,"“Open Access” information – the free, immediate, online access to the results of scholarly research, and the right to use and re-use those results as you need – has the power to transform the way research and scientific inquiry are conducted. It has direct and widespread implications for academia, medicine, science, industry, and for society as a whole. 

Open Access (OA) has the potential to maximize research investments, increase the exposure and use of published research, facilitate the ability to conduct research across available literature, and enhance the overall advancement of scholarship. Research funding agencies, academic institutions, researchers and scientists, faculty, students, and members of the general public are supporting a move towards Open Access in increasing numbers every year.",http://library.ucr.edu/?view=scholarly/openaccess.html,--
"University of California, San Diego",2016-03-24,2016-03-24 18:51:31,smckinstry@ucsd.edu,2.0,Pursuing,112.0,112.0,"The Academic Senate of the University of California passed an Open Access Policy on July 24, 2013, ensuring that future research articles authored by faculty at all 10 campuses of the UC will be made available to the public at no charge.

The policy covers more than 8,000 UC faculty and as many as 40,000 publications a year. By granting a license to the University of California prior to any contractual arrangement with publishers, faculty members can now make their research widely and publicly available, re-use it for various purposes, or modify it for future research publications.

This policy is being phased in at the campuses. Faculty will begin depositing articles in eScholarship on November 1, 2013. Progress on deposit implementation will be reviewed during the following year.
",,"Open Access Policy for the Academic Senate of the University of California Adopted 7/24/2013 
Preamble 
The Faculty of the University of California is committed to disseminating its research and scholarship as widely as possible. In particular, as part of a public university system, the Faculty is dedicated to making its scholarship available to the people of California and the world. Furthermore, the Faculty recognizes the benefits that accrue to themselves as individual scholars and to the scholarly enterprise from such wide dissemination, including greater recognition, more thorough review, consideration and critique, and a general increase in scientific, scholarly and critical knowledge. Faculty further recognize that by this policy, and with the assistance of the University, they can more easily and collectively reserve rights that might otherwise be signed away, often unnecessarily, in agreements with publishers. In keeping with these considerations, and for the primary purpose of making our scholarly articles widely and freely accessible, the Faculty adopts the following policy: 

Grant of License and Limitations 
Each Faculty member grants to the University of California a nonexclusive, irrevocable, worldwide license to exercise any and all rights under copyright relating to each of his or her scholarly articles, in any medium, and to authorize others to do the same, for the purpose of making their articles widely and freely available in an open access repository. Any other systematic uses of the licensed articles by the University of California must be approved by the Academic Senate. This policy does not transfer copyright ownership, which remains with Faculty authors under existing University of California policy. 

Scope and Waiver (Opt-Out) 
The policy applies to all scholarly articles authored or co-authored while the person is a member of the Faculty except for any articles published before the adoption of this policy and any articles for which the Faculty member entered into an incompatible licensing or assignment agreement before the adoption of this policy. Upon express direction by a Faculty member, the University of California will waive the license for a particular article or delay access to the article for a specified period of time. 

Deposit of Articles 
To assist the University in disseminating and archiving the articles, Faculty commit to helping the University obtain copies of the articles. Specifically, each Faculty member who does not permanently waive the license above will provide an electronic copy of his or her final version of the article to the University of California by the date of its publication, for inclusion in an open access repository. When appropriate, a Faculty member may instead notify the University of California if the article will be freely available in another repository or as an open-access publication. Faculty members who have permanently waived the license may nonetheless deposit a copy with the University of California or elsewhere for archival purposes. 
Notwithstanding the above, this policy does not in any way prescribe or limit the venue of publication. This policy neither requires nor prohibits the payment of fees or publication costs by authors. 

Oversight of Policy 
The Academic Senate and the University of California will be jointly responsible for implementing this policy, resolving disputes concerning its interpretation and application, and recommending any changes to the Faculty. Any changes to the text of this policy will require approval by both the Academic Senate and the University of California. The Academic Senate and the University of California will review the policy within three years, and present a report to the Faculty and the University of California. 

The Faculty calls upon the Academic Senate and the University of California to develop and monitor mechanisms that would render implementation and compliance with the policy as convenient for the Faculty as possible.
",http://escholarship.org/,"The Library actively supports open data and open access by collaborating with faculty, researchers, students, and other partners to ensure the long-term curation and accessibility of scholarly works in all formats.",http://libraries.ucsd.edu/services/data-curation/about.html,--
